,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,53,1:17:28.089,25
44,2,Lewis Hamilton,Mercedes,53,+15.070s,18
5,3,Sebastian Vettel,Ferrari,53,+20.990s,15
7,4,Kimi Räikkönen,Ferrari,53,+27.561s,12
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,53,+45.295s,10
77,6,Valtteri Bottas,Williams Mercedes,53,+51.015s,8
33,7,Max Verstappen,Red Bull Racing TAG Heuer,53,+54.236s,6
11,8,Sergio Perez,Force India Mercedes,53,+64.954s,4
19,9,Felipe Massa,Williams Mercedes,53,+65.617s,2
27,10,Nico Hulkenberg,Force India Mercedes,53,+78.656s,1
8,11,Romain Grosjean,Haas Ferrari,52,+1 lap,0
22,12,Jenson Button,McLaren Honda,52,+1 lap,0
21,13,Esteban Gutierrez ,Haas Ferrari,52,+1 lap,0
14,14,Fernando Alonso,McLaren Honda,52,+1 lap,0
55,15,Carlos Sainz,Toro Rosso Ferrari,52,+1 lap,0
9,16,Marcus Ericsson,Sauber Ferrari,52,+1 lap,0
20,17,Kevin Magnussen,Renault,52,+1 lap,0
31,18,Esteban Ocon,MRT Mercedes,51,+2 laps,0
26,NC,Daniil Kvyat,Toro Rosso Ferrari,36,DNF,0
94,NC,Pascal Wehrlein,MRT Mercedes,26,DNF,0
30,NC,Jolyon Palmer,Renault,7,DNF,0
12,NC,Felipe Nasr,Sauber Ferrari,6,DNF,0
