,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
14,1,Fernando Alonso,McLaren Honda,51,1:25.340,244.373,15:19:57
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,52,1:25.919,242.726,15:20:10
7,3,Kimi Räikkönen,Ferrari,50,1:26.016,242.452,15:17:01
44,4,Lewis Hamilton,Mercedes,27,1:26.303,241.646,14:43:22
5,5,Sebastian Vettel,Ferrari,48,1:26.310,241.626,15:14:01
22,6,Jenson Button,McLaren Honda,40,1:26.354,241.503,15:03:34
19,7,Felipe Massa,Williams Mercedes,50,1:26.400,241.375,15:17:38
33,8,Max Verstappen,Red Bull Racing TAG Heuer,50,1:26.405,241.361,15:17:27
6,9,Nico Rosberg,Mercedes,26,1:26.599,240.820,14:41:44
77,10,Valtteri Bottas,Williams Mercedes,46,1:26.708,240.517,15:11:29
55,11,Carlos Sainz,Toro Rosso Ferrari,41,1:26.751,240.398,15:05:25
11,12,Sergio Perez,Force India Mercedes,40,1:26.920,239.930,15:02:55
27,13,Nico Hulkenberg,Force India Mercedes,40,1:26.954,239.837,15:03:17
21,14,Esteban Gutierrez ,Haas Ferrari,42,1:27.106,239.418,15:06:41
8,15,Romain Grosjean,Haas Ferrari,50,1:27.227,239.086,15:18:01
20,16,Kevin Magnussen,Renault,52,1:27.618,238.019,15:22:19
26,17,Daniil Kvyat,Toro Rosso Ferrari,35,1:28.037,236.886,14:56:51
31,18,Esteban Ocon,MRT Mercedes,51,1:28.534,235.556,15:21:09
9,19,Marcus Ericsson,Sauber Ferrari,37,1:28.552,235.509,14:59:27
94,20,Pascal Wehrlein,MRT Mercedes,18,1:28.723,235.055,14:30:53
30,21,Jolyon Palmer,Renault,4,1:31.361,228.268,14:10:25
