,Position,Driver,Car,Time
9,1,Michele Alboreto,Footwork Mugen Honda,1:25.413
5,1,Nigel Mansell,Williams Renault,1:19.495
6,2,Riccardo Patrese,Williams Renault,1:20.368
29,2,Bertrand Gachot,Venturi Lamborghini,1:25.980
1,3,Ayrton Senna,McLaren Honda,1:20.608
34,3,Roberto Moreno,Moda Judd,1:27.186
14,4,Andrea Chiesa,Fondmetal Ford,1:27.756
27,4,Jean Alesi,Ferrari,1:20.895
2,5,Gerhard Berger,McLaren Honda,1:21.224
30,5,Ukyo Katayama,Venturi Lamborghini,1:28.310
19,6,Michael Schumacher,Benetton Ford,1:21.831
35,6,Perry McCarthy,Moda Judd,7:05.924
20,7,Martin Brundle,Benetton Ford,1:22.068
28,8,Ivan Capelli,Ferrari,1:22.119
12,9,Johnny Herbert,Lotus Ford,1:22.579
4,10,Andrea de Cesaris,Tyrrell Ilmor,1:22.647
24,12,Gianni Morbidelli,Minardi Lamborghini,1:22.733
33,13,Mauricio Gugelmin,Jordan Yamaha,1:22.863
11,14,Mika Hakkinen,Lotus Ford,1:22.886
16,16,Karl Wendlinger,March Ilmor,1:23.264
23,17,Christian Fittipaldi,Minardi Lamborghini,1:23.487
22,18,Pierluigi Martini,Dallara Ferrari,1:23.508
10,19,Aguri Suzuki,Footwork Mugen Honda,1:23.641
21,20,Jyrki Jarvilehto,Dallara Ferrari,1:23.862
32,21,Stefano Modena,Jordan Yamaha,1:23.890
25,22,Thierry Boutsen,Ligier Renault,1:23.909
26,23,Erik Comas,Ligier Renault,1:23.974
3,24,Olivier Grouillard,Tyrrell Ilmor,1:23.990
15,25,Gabriele Tarquini,Fondmetal Ford,1:24.479
7,27,Eric van de Poele,Brabham Judd,1:24.981
8,28,Damon Hill,Brabham Judd,1:25.394
17,30,Paul Belmondo,March Ilmor,1:25.750
