,Position,Driver,Car,Laps,Time,Points
3,1,Michael Schumacher,Ferrari,69,1:41:12.313,10
4,2,Rubens Barrichello,Ferrari,69,+0.174s,6
11,3,Giancarlo Fisichella,Benetton Playlife,69,+15.365s,4
1,4,Mika Hakkinen,McLaren Mercedes,69,+18.561s,3
19,5,Jos Verstappen,Arrows Supertec,69,+52.208s,2
6,6,Jarno Trulli,Jordan Mugen Honda,69,+61.687s,1
2,7,David Coulthard,McLaren Mercedes,69,+62.216s,0
23,8,Ricardo Zonta,BAR Honda,69,+70.455s,0
12,9,Alexander Wurz,Benetton Playlife,69,+79.899s,0
16,10,Pedro Diniz,Sauber Petronas,69,+114.544s,0
10,11,Jenson Button,Williams BMW,68,+1 lap,0
21,12,Gaston Mazzacane,Minardi Fondmetal,68,+1 lap,0
7,13,Eddie Irvine,Jaguar Cosworth,66,+3 laps,0
9,14,Ralf Schumacher,Williams BMW,64,DNF,0
22,15,Jacques Villeneuve,BAR Honda,64,DNF,0
20,16,Marc Gene,Minardi Fondmetal,64,DNF,0
18,NC,Pedro de la Rosa,Arrows Supertec,48,DNF,0
17,NC,Mika Salo,Sauber Petronas,42,DNF,0
14,NC,Jean Alesi,Prost Peugeot,38,DNF,0
15,NC,Nick Heidfeld,Prost Peugeot,34,DNF,0
5,NC,Heinz-Harald Frentzen,Jordan Mugen Honda,32,DNF,0
8,NC,Johnny Herbert,Jaguar Cosworth,14,DNF,0
