,Position,Driver,Car,Time,Laps
3,1,Michael Schumacher,Ferrari,1:18.439,11
2,2,David Coulthard,McLaren Mercedes,1:18.537,12
4,3,Rubens Barrichello,Ferrari,1:18.801,10
1,4,Mika Hakkinen,McLaren Mercedes,1:18.985,12
5,5,Heinz-Harald Frentzen,Jordan Mugen Honda,1:19.483,11
22,6,Jacques Villeneuve,BAR Honda,1:19.544,12
6,7,Jarno Trulli,Jordan Mugen Honda,1:19.581,12
23,8,Ricardo Zonta,BAR Honda,1:19.742,12
18,9,Pedro de la Rosa,Arrows Supertec,1:19.912,12
11,10,Giancarlo Fisichella,Benetton Playlife,1:19.932,12
8,11,Johnny Herbert,Jaguar Cosworth,1:19.954,11
9,12,Ralf Schumacher,Williams BMW,1:20.073,12
19,13,Jos Verstappen,Arrows Supertec,1:20.107,12
12,14,Alexander Wurz,Benetton Playlife,1:20.113,12
17,15,Mika Salo,Sauber Petronas,1:20.445,11
7,16,Eddie Irvine,Jaguar Cosworth,1:20.500,11
14,17,Jean Alesi,Prost Peugeot,1:20.512,8
10,18,Jenson Button,Williams BMW,1:20.534,10
16,19,Pedro Diniz,Sauber Petronas,1:20.692,12
20,20,Marc Gene,Minardi Fondmetal,1:21.058,11
15,21,Nick Heidfeld,Prost Peugeot,1:21.680,12
21,22,Gaston Mazzacane,Minardi Fondmetal,1:22.091,11
