,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Mika Hakkinen,McLaren Mercedes,37,1:19.049,201.338
4,2,Rubens Barrichello,Ferrari,38,1:19.235,200.865
3,3,Michael Schumacher,Ferrari,30,1:19.812,199.413
2,4,David Coulthard,McLaren Mercedes,38,1:19.947,199.076
11,5,Giancarlo Fisichella,Benetton Playlife,37,1:20.399,197.957
6,6,Jarno Trulli,Jordan Mugen Honda,31,1:20.479,197.760
16,7,Pedro Diniz,Sauber Petronas,36,1:20.494,197.724
9,8,Ralf Schumacher,Williams BMW,38,1:20.520,197.660
22,9,Jacques Villeneuve,BAR Honda,39,1:20.533,197.628
20,10,Marc Gene,Minardi Fondmetal,38,1:20.547,197.593
12,11,Alexander Wurz,Benetton Playlife,39,1:20.625,197.402
23,12,Ricardo Zonta,BAR Honda,38,1:20.686,197.253
19,13,Jos Verstappen,Arrows Supertec,34,1:20.693,197.236
7,14,Eddie Irvine,Jaguar Cosworth,34,1:20.693,197.236
17,15,Mika Salo,Sauber Petronas,37,1:20.696,197.229
10,16,Jenson Button,Williams BMW,37,1:20.781,197.021
18,17,Pedro de la Rosa,Arrows Supertec,35,1:20.842,196.872
14,18,Jean Alesi,Prost Peugeot,20,1:20.889,196.758
15,19,Nick Heidfeld,Prost Peugeot,31,1:21.096,196.256
5,20,Heinz-Harald Frentzen,Jordan Mugen Honda,21,1:21.110,196.222
21,21,Gaston Mazzacane,Minardi Fondmetal,37,1:21.196,196.014
8,22,Johnny Herbert,Jaguar Cosworth,10,1:22.369,193.223
