,Position,Driver,Car,Laps,Time,Points
1,1,Emerson Fittipaldi,McLaren Ford,53,1:39:26.290,9
24,2,James Hunt,Hesketh Ford,53,+5.910s,6
7,3,Carlos Reutemann,Brabham Ford,53,+17.060s,4
11,4,Clay Regazzoni,Ferrari,53,+35.790s,3
4,5,Patrick Depailler,Tyrrell Ford,53,+54.250s,2
12,6,Niki Lauda,Ferrari,53,+79.650s,1
28,7,Mark Donohue,Penske Ford,52,+1 lap,0
6,8,Jacky Ickx,Lotus Ford,52,+1 lap,0
9,9,Vittorio Brambilla,March Ford,52,+1 lap,0
22,10,Graham Hill,Lola Ford,52,+1 lap,0
3,11,Jody Scheckter,Tyrrell Ford,52,+1 lap,0
16,12,Tom Pryce,Shadow Ford,51,DNF,0
23,13,Rolf Stommelen,Lola Ford,51,+2 laps,0
2,14,Jochen Mass,McLaren Ford,50,+3 laps,0
8,NC,Carlos Pace,Brabham Ford,46,DNF,0
20,NC,Arturo Merzario,Frank Williams Racing Cars/Williams,44,+9 laps,0
27,NC,Mario Andretti,Parnelli Ford,27,DNF,0
14,NC,Mike Wilds,BRM,24,DNF,0
5,NC,Ronnie Peterson,Lotus Ford,15,DNF,0
21,NC,Jacques Laffite,Frank Williams Racing Cars/Williams,15,DNF,0
30,NC,Wilson Fittipaldi,Fittipaldi Ford,12,DNF,0
18,DQ,John Watson,Surtees Ford,6,DSQ,0
