,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Michael Schumacher,Ferrari,48,1:14.755,207.509
5,2,Heinz-Harald Frentzen,Jordan Mugen Honda,71,1:15.192,206.303
1,3,Mika Hakkinen,McLaren Mercedes,28,1:15.456,205.582
4,4,Rubens Barrichello,Ferrari,19,1:15.632,205.103
2,5,David Coulthard,McLaren Mercedes,68,1:15.633,205.100
11,6,Giancarlo Fisichella,Benetton Playlife,68,1:16.002,204.105
6,7,Jarno Trulli,Jordan Mugen Honda,50,1:16.375,203.108
10,8,Jenson Button,Williams BMW,41,1:16.379,203.097
9,9,Ralf Schumacher,Williams BMW,67,1:16.398,203.047
23,10,Ricardo Zonta,BAR Honda,61,1:16.658,202.358
18,11,Pedro de la Rosa,Arrows Supertec,62,1:16.967,201.546
19,12,Jos Verstappen,Arrows Supertec,31,1:16.975,201.525
20,13,Marc Gene,Minardi Fondmetal,31,1:17.174,201.005
21,14,Gaston Mazzacane,Minardi Fondmetal,65,1:17.380,200.470
8,15,Johnny Herbert,Jaguar Cosworth,50,1:17.696,199.655
7,16,Eddie Irvine,Jaguar Cosworth,20,1:17.792,199.408
22,17,Jacques Villeneuve,BAR Honda,16,1:18.379,197.915
14,18,Jean Alesi,Prost Peugeot,11,1:18.381,197.910
15,19,Nick Heidfeld,Prost Peugeot,8,1:19.765,194.476
12,20,Alexander Wurz,Benetton Playlife,5,1:21.821,189.589
