,Position,Driver,Car,Laps,Time,Points
6,1,John Surtees,Ferrari,28,2:09:11.300,9
19,2,Jochen Rindt,Cooper Maserati,28,+42.100s,6
7,3,Lorenzo Bandini,Ferrari,27,+1 lap,4
3,4,Jack Brabham,Brabham Repco,26,+2 laps,3
18,5,Richie Ginther,Cooper Maserati,25,+3 laps,2
22,NC,Guy  Ligier ,Cooper Maserati,24,+4 laps,0
27,NC,Dan Gurney,Eagle Climax,23,+5 laps,0
24,NC,Bob Bondurant,BRM,0,DNF,0
20,NC,Jo Bonnier,Cooper Maserati,0,DNF,0
10,NC,Jim Clark,Lotus Climax,0,DNF,0
14,NC,Graham Hill,BRM,0,DNF,0
4,NC,Denny Hulme,Brabham Climax,0,DNF,0
21,NC,Jo Siffert,Cooper Maserati,0,DNF,0
16,NC,Mike Spence,Lotus BRM,0,DNF,0
15,NC,Jackie Stewart,BRM,0,DNF,0
