,Position,Driver,Car,Time
12,1,Ayrton Senna,McLaren Honda,1:24.067
11,2,Alain Prost,McLaren Honda,1:24.134
5,3,Nigel Mansell,Williams Judd,1:24.269
20,4,Thierry Boutsen,Benetton Ford,1:24.904
19,5,Alessandro Nannini,Benetton Ford,1:25.032
16,6,Ivan Capelli,March Judd,1:25.115
6,7,Riccardo Patrese,Williams Judd,1:25.217
28,8,Gerhard Berger,Ferrari,1:25.466
1,9,Nelson Piquet,Lotus Honda,1:25.648
27,10,Michele Alboreto,Ferrari,1:26.447
15,11,Mauricio Gugelmin,March Judd,1:26.578
30,12,Philippe Alliot,Lola Ford,1:26.832
14,13,Philippe Streiff,AGS Ford,1:26.971
21,14,Nicola Larini,Osella,1:27.012
2,15,Satoru Nakajima,Lotus Honda,1:27.171
29,16,Yannick Dalmas,Lola Ford,1:27.187
17,17,Derek Warwick,Arrows Megatron,1:27.240
36,18,Alex Caffi,Dallara Ford,1:27.350
25,19,Rene Arnoux,Ligier Judd,1:27.351
23,20,Pierluigi Martini,Minardi Ford,1:27.407
26,21,Stefan Johansson,Ligier Judd,1:27.474
3,22,Jonathan  Palmer,Tyrrell Ford,1:27.548
22,23,Andrea de Cesaris,Rial Ford,1:27.798
24,24,Luis Perez-Sala,Minardi Ford,1:27.833
18,25,Eddie  Cheever,Arrows Megatron,1:27.859
33,26,Stefano Modena,Euro Brun Ford,1:27.977
