,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,53,1:14:19.838,10
3,2,Juan Pablo Montoya,Williams BMW,53,+5.294s,8
2,3,Rubens Barrichello,Ferrari,53,+11.835s,6
6,4,Kimi Räikkönen,McLaren Mercedes,53,+12.834s,5
4,5,Marc Gene,Williams BMW,53,+27.891s,4
16,6,Jacques Villeneuve,BAR Honda,52,+1 lap,3
14,7,Mark Webber,Jaguar Cosworth,52,+1 lap,2
8,8,Fernando Alonso,Renault,52,+1 lap,1
9,9,Nick Heidfeld,Sauber Petronas,52,+1 lap,0
11,10,Giancarlo Fisichella,Jordan Ford,52,+1 lap,0
12,11,Zsolt Baumgartner,Jordan Ford,51,+2 laps,0
18,12,Nicolas Kiesa,Minardi Cosworth,51,+2 laps,0
10,13,Heinz-Harald Frentzen,Sauber Petronas,50,DNF,0
5,NC,David Coulthard,McLaren Mercedes,45,DNF,0
20,NC,Olivier Panis,Toyota,35,DNF,0
19,NC,Jos Verstappen,Minardi Cosworth,27,DNF,0
17,NC,Jenson Button,BAR Honda,24,DNF,0
21,NC,Cristiano da Matta,Toyota,3,DNF,0
15,NC,Justin Wilson,Jaguar Cosworth,2,DNF,0
7,NC,Jarno Trulli,Renault,0,DNF,0
