,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:16.654,27
44,2,Lewis Hamilton,Mercedes,+0.026s,23
33,3,Max Verstappen,Red Bull Racing Honda,+0.158s,21
10,4,Pierre Gasly,AlphaTauri Honda,+0.276s,24
23,5,Alexander Albon,Red Bull Racing Honda,+0.463s,25
16,6,Charles Leclerc,Ferrari,+0.575s,20
55,7,Carlos Sainz,McLaren Renault,+0.584s,24
11,8,Sergio Perez,Racing Point BWT Mercedes,+0.643s,17
4,9,Lando Norris,McLaren Renault,+0.824s,22
31,10,Esteban Ocon,Renault,+1.012s,20
5,11,Sebastian Vettel,Ferrari,+1.031s,24
26,12,Daniil Kvyat,AlphaTauri Honda,+1.066s,29
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.268s,20
3,14,Daniel Ricciardo,Renault,+1.281s,13
63,15,George Russell,Williams Mercedes,+1.378s,20
18,16,Lance Stroll,Racing Point BWT Mercedes,+1.446s,17
99,17,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.547s,20
20,18,Kevin Magnussen,Haas Ferrari,+1.633s,13
6,19,Nicholas Latifi,Williams Mercedes,+1.743s,20
8,20,Romain Grosjean,Haas Ferrari,+1.800s,19
