,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:18.410,35
44,2,Lewis Hamilton,Mercedes,+0.339s,35
33,3,Max Verstappen,Red Bull Racing Honda,+0.781s,32
16,4,Charles Leclerc,Ferrari,+0.899s,33
23,5,Alexander Albon,Red Bull Racing Honda,+0.955s,34
55,6,Carlos Sainz,McLaren Renault,+1.031s,42
11,7,Sergio Perez,Racing Point BWT Mercedes,+1.497s,31
7,8,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.544s,35
3,9,Daniel Ricciardo,Renault,+1.648s,27
10,10,Pierre Gasly,AlphaTauri Honda,+1.714s,29
5,11,Sebastian Vettel,Ferrari,+1.790s,37
4,12,Lando Norris,McLaren Renault,+1.797s,29
26,13,Daniil Kvyat,AlphaTauri Honda,+1.868s,32
20,14,Kevin Magnussen,Haas Ferrari,+2.436s,28
18,15,Lance Stroll,Racing Point BWT Mercedes,+2.544s,32
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.599s,35
8,17,Romain Grosjean,Haas Ferrari,+2.759s,31
63,18,George Russell,Williams Mercedes,+2.964s,31
31,19,Esteban Ocon,Renault,+3.263s,31
6,20,Nicholas Latifi,Williams Mercedes,+3.644s,34
