,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,66,1:29:56.828,26
77,2,Valtteri Bottas,Mercedes,66,+25.592s,18
33,3,Max Verstappen,Red Bull Racing Honda,66,+34.508s,15
16,4,Charles Leclerc,Ferrari,66,+65.312s,12
10,5,Pierre Gasly,AlphaTauri Honda,65,+1 lap,10
55,6,Carlos Sainz,McLaren Renault,65,+1 lap,8
11,7,Sergio Perez,Racing Point BWT Mercedes,65,+1 lap,6
31,8,Esteban Ocon,Renault,65,+1 lap,4
3,9,Daniel Ricciardo,Renault,65,+1 lap,2
5,10,Sebastian Vettel,Ferrari,65,+1 lap,1
7,11,Kimi Räikkönen,Alfa Romeo Racing Ferrari,65,+1 lap,0
23,12,Alexander Albon,Red Bull Racing Honda,65,+1 lap,0
4,13,Lando Norris,McLaren Renault,65,+1 lap,0
63,14,George Russell,Williams Mercedes,65,+1 lap,0
99,15,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,65,+1 lap,0
20,16,Kevin Magnussen,Haas Ferrari,65,+1 lap,0
8,17,Romain Grosjean,Haas Ferrari,65,+1 lap,0
6,18,Nicholas Latifi,Williams Mercedes,64,+2 laps,0
26,19,Daniil Kvyat,AlphaTauri Honda,64,+2 laps,0
18,NC,Lance Stroll,Racing Point BWT Mercedes,51,DNF,0
