,Position,Driver,Car,Time
77,1,Valtteri Bottas,Mercedes,1:03.130
44,2,Lewis Hamilton,Mercedes,1:03.149
7,3,Kimi Räikkönen,Ferrari,1:03.660
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:03.840
8,5,Romain Grosjean,Haas Ferrari,1:03.892
5,6,Sebastian Vettel,Ferrari,1:03.464
3,7,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:03.996
20,8,Kevin Magnussen,Haas Ferrari,1:04.051
55,9,Carlos Sainz,Renault,1:04.725
27,10,Nico Hulkenberg,Renault,1:05.019
31,11,Esteban Ocon,Force India Mercedes,1:04.845
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,1:04.874
18,13,Lance Stroll,Williams Mercedes,1:05.286
2,14,Stoffel Vandoorne,McLaren Renault,1:05.271
11,15,Sergio Perez,Force India Mercedes,1:05.279
35,16,Sergey Sirotkin,Williams Mercedes,1:05.322
16,17,Charles Leclerc,Sauber Ferrari,1:04.979
9,18,Marcus Ericsson,Sauber Ferrari,1:05.479
28,19,Brendon Hartley,Scuderia Toro Rosso Honda,1:05.366
14,20,Fernando Alonso,McLaren Renault,1:05.058
