,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:04.070,22
44,2,Lewis Hamilton,Mercedes,+0.029s,24
77,3,Valtteri Bottas,Mercedes,+0.134s,24
7,4,Kimi Räikkönen,Ferrari,+0.400s,22
33,5,Max Verstappen,Red Bull Racing TAG Heuer,+0.721s,14
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.821s,18
8,7,Romain Grosjean,Haas Ferrari,+0.846s,17
20,8,Kevin Magnussen,Haas Ferrari,+0.943s,16
55,9,Carlos Sainz,Renault,+1.016s,22
16,10,Charles Leclerc,Sauber Ferrari,+1.149s,25
27,11,Nico Hulkenberg,Renault,+1.158s,19
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,+1.194s,25
31,13,Esteban Ocon,Force India Mercedes,+1.374s,21
14,14,Fernando Alonso,McLaren Renault,+1.378s,19
11,15,Sergio Perez,Force India Mercedes,+1.432s,24
9,16,Marcus Ericsson,Sauber Ferrari,+1.629s,27
28,17,Brendon Hartley,Scuderia Toro Rosso Honda,+1.635s,23
2,18,Stoffel Vandoorne,McLaren Renault,+1.767s,16
18,19,Lance Stroll,Williams Mercedes,+1.959s,23
35,20,Sergey Sirotkin,Williams Mercedes,+2.248s,22
