,Position,Driver,Car,Q1,Q2,Q3,Laps
77,1,Valtteri Bottas,Mercedes,1:04.175,1:03.756,1:03.130,18
44,2,Lewis Hamilton,Mercedes,1:04.080,1:03.577,1:03.149,21
5,3,Sebastian Vettel,Ferrari,1:04.347,1:03.544,1:03.464,18
7,4,Kimi Räikkönen,Ferrari,1:04.234,1:03.975,1:03.660,21
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:04.273,1:04.001,1:03.840,18
8,6,Romain Grosjean,Haas Ferrari,1:04.242,1:04.059,1:03.892,17
3,7,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:04.723,1:04.403,1:03.996,22
20,8,Kevin Magnussen,Haas Ferrari,1:04.460,1:04.291,1:04.051,20
55,9,Carlos Sainz,Renault,1:04.948,1:04.561,1:04.725,19
27,10,Nico Hulkenberg,Renault,1:04.864,1:04.676,1:05.019,20
31,11,Esteban Ocon,Force India Mercedes,1:05.148,1:04.845,,19
10,12,Pierre Gasly,Scuderia Toro Rosso Honda,1:05.011,1:04.874,,16
16,13,Charles Leclerc,Sauber Ferrari,1:04.967,1:04.979,,19
14,14,Fernando Alonso,McLaren Renault,1:04.965,1:05.058,,17
18,15,Lance Stroll,Williams Mercedes,1:05.264,1:05.286,,17
2,16,Stoffel Vandoorne,McLaren Renault,1:05.271,,,9
11,17,Sergio Perez,Force India Mercedes,1:05.279,,,11
35,18,Sergey Sirotkin,Williams Mercedes,1:05.322,,,10
28,19,Brendon Hartley,Scuderia Toro Rosso Honda,1:05.366,,,11
9,20,Marcus Ericsson,Sauber Ferrari,1:05.479,,,11
