,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:04.579,37
77,2,Valtteri Bottas,Mercedes,+0.176s,42
5,3,Sebastian Vettel,Ferrari,+0.236s,53
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.452s,48
33,5,Max Verstappen,Red Bull Racing TAG Heuer,+0.546s,48
7,6,Kimi Räikkönen,Ferrari,+0.686s,42
8,7,Romain Grosjean,Haas Ferrari,+0.850s,38
20,8,Kevin Magnussen,Haas Ferrari,+0.980s,41
10,9,Pierre Gasly,Scuderia Toro Rosso Honda,+1.179s,31
2,10,Stoffel Vandoorne,McLaren Renault,+1.351s,47
55,11,Carlos Sainz,Renault,+1.420s,38
16,12,Charles Leclerc,Sauber Ferrari,+1.517s,30
31,13,Esteban Ocon,Force India Mercedes,+1.554s,43
9,14,Marcus Ericsson,Sauber Ferrari,+1.620s,29
27,15,Nico Hulkenberg,Renault,+1.694s,42
35,16,Sergey Sirotkin,Williams Mercedes,+1.747s,49
28,17,Brendon Hartley,Scuderia Toro Rosso Honda,+1.753s,55
11,18,Sergio Perez,Force India Mercedes,+1.775s,48
14,19,Fernando Alonso,McLaren Renault,+1.850s,33
18,20,Lance Stroll,Williams Mercedes,+2.047s,44
