,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Michael Schumacher,Ferrari,9,2:03.766,202.679
9,2,Damon Hill,Jordan Mugen Honda,7,2:05.630,199.672
2,3,Heinz-Harald Frentzen,Williams Mecachrome,7,2:06.284,198.637
4,4,Eddie Irvine,Ferrari,6,2:06.561,198.203
14,5,Jean Alesi,Sauber Petronas,7,2:07.597,196.593
1,6,Jacques Villeneuve,Williams Mecachrome,8,2:07.825,196.243
10,7,Ralf Schumacher,Jordan Mugen Honda,7,2:08.399,195.366
5,8,Giancarlo Fisichella,Benetton Playlife,5,2:09.528,193.663
7,9,David Coulthard,McLaren Mercedes,33,2:10.950,191.560
16,10,Pedro Diniz,Arrows,5,2:11.331,191.004
12,11,Jarno Trulli,Prost Peugeot,13,2:11.701,190.467
21,12,Toranosuke Takagi,Tyrrell Ford,6,2:12.327,189.566
19,13,Jos Verstappen,Stewart Ford,8,2:12.425,189.426
22,14,Shinji Nakano,Minardi Ford,12,2:13.230,188.281
23,15,Esteban Tuero,Minardi Ford,5,2:19.996,179.182
