,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:18.750,49
33,2,Max Verstappen,STR Renault,+0.149s,42
3,3,Daniel Ricciardo,Red Bull Racing Renault,+0.336s,27
5,4,Sebastian Vettel,Ferrari,+0.384s,31
55,5,Carlos Sainz,STR Renault,+0.495s,40
13,6,Pastor Maldonado,Lotus Mercedes,+0.704s,35
26,7,Daniil Kvyat,Red Bull Racing Renault,+0.770s,33
7,8,Kimi Räikkönen,Ferrari,+0.929s,31
6,9,Nico Rosberg,Mercedes,+1.012s,47
19,10,Felipe Massa,Williams Mercedes,+1.016s,32
14,11,Fernando Alonso,McLaren Honda,+1.041s,28
22,12,Jenson Button,McLaren Honda,+1.452s,15
8,13,Romain Grosjean,Lotus Mercedes,+1.524s,34
11,14,Sergio Perez,Force India Mercedes,+1.869s,35
27,15,Nico Hulkenberg,Force India Mercedes,+2.034s,34
12,16,Felipe Nasr,Sauber Ferrari,+2.107s,24
77,17,Valtteri Bottas,Williams Mercedes,+2.167s,36
9,18,Marcus Ericsson,Sauber Ferrari,+2.469s,25
28,19,Will Stevens,Marussia Ferrari,+4.484s,28
98,20,Roberto Merhi,Marussia Ferrari,+4.654s,31
