,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
3,1,Daniel Ricciardo,Red Bull Racing Renault,74,1:18.063,153.891,15:47:03
6,2,Nico Rosberg,Mercedes,76,1:18.599,152.841,15:49:34
44,3,Lewis Hamilton,Mercedes,42,1:18.676,152.692,14:59:34
5,4,Sebastian Vettel,Ferrari,75,1:18.854,152.347,15:48:20
33,5,Max Verstappen,STR Renault,49,1:18.873,152.310,15:10:31
77,6,Valtteri Bottas,Williams Mercedes,74,1:18.944,152.173,15:47:34
26,7,Daniil Kvyat,Red Bull Racing Renault,75,1:19.130,151.815,15:48:25
9,8,Marcus Ericsson,Sauber Ferrari,75,1:19.285,151.519,15:48:44
22,9,Jenson Button,McLaren Honda,76,1:19.490,151.128,15:49:50
7,10,Kimi Räikkönen,Ferrari,74,1:19.651,150.822,15:47:08
11,11,Sergio Perez,Force India Mercedes,74,1:19.657,150.811,15:47:08
19,12,Felipe Massa,Williams Mercedes,72,1:19.764,150.609,15:45:57
55,13,Carlos Sainz,STR Renault,48,1:19.816,150.511,15:09:03
27,14,Nico Hulkenberg,Force India Mercedes,46,1:19.921,150.313,15:06:35
12,15,Felipe Nasr,Sauber Ferrari,76,1:20.017,150.133,15:49:53
14,16,Fernando Alonso,McLaren Honda,36,1:20.459,149.308,14:52:29
8,17,Romain Grosjean,Lotus Mercedes,40,1:20.483,149.263,14:58:02
98,18,Roberto Merhi,Marussia Ferrari,47,1:21.715,147.013,15:09:54
13,19,Pastor Maldonado,Lotus Mercedes,3,1:22.271,146.019,14:07:13
28,20,Will Stevens,Marussia Ferrari,58,1:22.693,145.274,15:26:02
