,Position,Driver,Car,Time / Gap,Laps
35,1,Anthony Davidson,BAR Honda,1:45.104,12
1,2,Michael Schumacher,Ferrari,+0.304s,10
2,3,Rubens Barrichello,Ferrari,+0.501s,8
37,4,Bjorn Wirdheim,Jaguar Cosworth,+1.554s,20
6,5,Kimi Räikkönen,McLaren Mercedes,+1.570s,6
8,6,Fernando Alonso,Renault,+1.575s,10
14,7,Mark Webber,Jaguar Cosworth,+1.678s,16
15,8,Christian Klien,Jaguar Cosworth,+1.705s,18
4,9,Antonio Pizzonia,Williams BMW,+1.979s,10
38,10,Ryan Briscoe,Toyota,+2.402s,21
9,11,Jenson Button,BAR Honda,+2.407s,6
3,12,Juan Pablo Montoya,Williams BMW,+2.456s,13
10,13,Takuma Sato,BAR Honda,+2.514s,5
11,14,Giancarlo Fisichella,Sauber Petronas,+2.544s,12
5,15,David Coulthard,McLaren Mercedes,+2.546s,6
12,16,Felipe Massa,Sauber Petronas,+2.661s,11
7,17,Jarno Trulli,Renault,+2.725s,9
16,18,Ricardo Zonta,Toyota,+3.538s,12
17,19,Olivier Panis,Toyota,+3.730s,10
19,20,Giorgio Pantano,Jordan Ford,+5.061s,9
40,21,Bas Leinders,Minardi Cosworth,+5.207s,13
39,22,Timo Glock,Jordan Ford,+5.213s,19
20,23,Gianmaria Bruni,Minardi Cosworth,+5.427s,12
18,24,Nick Heidfeld,Jordan Ford,+5.701s,10
21,25,Zsolt Baumgartner,Minardi Cosworth,+5.846s,10
