,Position,Driver,Car,Time / Gap,Laps
2,1,Rubens Barrichello,Ferrari,1:57.085,6
1,2,Michael Schumacher,Ferrari,+0.821s,6
6,3,Kimi Räikkönen,McLaren Mercedes,+0.890s,6
11,4,Giancarlo Fisichella,Sauber Petronas,+1.053s,4
5,5,David Coulthard,McLaren Mercedes,+1.349s,6
12,6,Felipe Massa,Sauber Petronas,+1.779s,5
9,7,Jenson Button,BAR Honda,+2.097s,6
7,8,Jarno Trulli,Renault,+2.434s,6
10,9,Takuma Sato,BAR Honda,+3.003s,6
8,10,Fernando Alonso,Renault,+4.390s,5
16,11,Ricardo Zonta,Toyota,+5.090s,6
15,12,Christian Klien,Jaguar Cosworth,+5.326s,6
14,13,Mark Webber,Jaguar Cosworth,+5.416s,6
3,14,Juan Pablo Montoya,Williams BMW,+5.474s,5
17,15,Olivier Panis,Toyota,+5.507s,6
18,16,Nick Heidfeld,Jordan Ford,+6.471s,5
19,17,Giorgio Pantano,Jordan Ford,+7.046s,6
20,18,Gianmaria Bruni,Minardi Cosworth,+8.400s,4
4,19,Antonio Pizzonia,Williams BMW,+10.252s,4
21,20,Zsolt Baumgartner,Minardi Cosworth,+12.343s,4
