,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Kimi Räikkönen,McLaren Mercedes,42,1:45.108,238.931
1,2,Michael Schumacher,Ferrari,28,1:45.503,238.036
2,3,Rubens Barrichello,Ferrari,43,1:45.666,237.669
8,4,Fernando Alonso,Renault,9,1:45.870,237.211
7,5,Jarno Trulli,Renault,9,1:45.898,237.148
3,6,Juan Pablo Montoya,Williams BMW,36,1:46.547,235.704
5,7,David Coulthard,McLaren Mercedes,11,1:46.579,235.633
4,8,Antonio Pizzonia,Williams BMW,26,1:46.740,235.278
11,9,Giancarlo Fisichella,Sauber Petronas,11,1:46.758,235.238
9,10,Jenson Button,BAR Honda,26,1:47.151,234.375
15,11,Christian Klien,Jaguar Cosworth,11,1:47.509,233.595
16,12,Ricardo Zonta,Toyota,26,1:47.576,233.449
12,13,Felipe Massa,Sauber Petronas,29,1:47.624,233.345
17,14,Olivier Panis,Toyota,29,1:47.765,233.040
18,15,Nick Heidfeld,Jordan Ford,40,1:50.471,227.332
21,16,Zsolt Baumgartner,Minardi Cosworth,25,1:51.031,226.185
