,Position,Driver,Car,Time
16,1,Rene Arnoux,Renault,1:29.765
15,2,Alain Prost,Renault,1:30.249
27,3,Gilles Villeneuve,Ferrari,1:30.717
28,4,Didier Pironi,Ferrari,1:32.020
3,5,Michele Alboreto,Tyrrell Ford,1:33.209
23,6,Bruno Giacomelli,Alfa Romeo,1:33.230
22,7,Andrea de Cesaris,Alfa Romeo,1:33.397
35,8,Derek Warwick,Toleman Hart,1:33.503
31,9,Jean-Pierre Jarier,Osella Ford,1:34.336
36,10,Teo Fabi,Toleman Hart,1:34.647
4,11,Brian Henton,Tyrrell Ford,1:35.262
9,12,Manfred Winkelhock,ATS Ford,1:35.790
32,13,Riccardo Paletti,Osella Ford,1:36.228
10,14,Eliseo Salazar,ATS Ford,1:36.434
