,Position,Driver,Car,Time
3,1,Mike Hawthorn,Ferrari,9:14.000
8,2,Tony Brooks,Vanwall,9:15.000
7,3,Stirling Moss,Vanwall,9:19.100
2,4,Peter Collins,Ferrari,9:21.900
4,5,Wolfgang von Trips,Ferrari,9:24.700
10,6,Roy Salvadori,Cooper Climax,9:35.300
11,7,Maurice  Trintignant,Cooper Climax,9:36.900
6,8,Harry Schell,BRM,9:39.600
5,9,Jean Behra,BRM,9:46.800
23,10,Phil Hill,Ferrari,9:48.900
26,11,Ian Burgess ,Cooper Climax,9:55.300
20,12,Bruce McLaren,Cooper Climax,9:56.000
21,13,Edgar Barth,Porsche,9:57.200
30,14,Tony  Marsh ,Cooper Climax,9:57.500
18,15,Carel Godin de Beaufort ,Porsche,10:01.500
28,16,Ivor  Bueb ,Lotus Climax,10:02.600
22,17,Wolfgang Seidel,Maserati,10:21.000
19,18,Dick   Gibson,Cooper Climax,10:55.000
24,19,Jack Brabham,Cooper Climax,9:43.400
17,20,Hans  Herrmann,Maserati,10:13.500
16,21,Jo Bonnier,Maserati,9:42.700
25,22,Graham Hill,Lotus Climax,18:56.000
27,23,Christian  Goethals ,Cooper Climax,11:22.900
12,24,Cliff Allison,Lotus Climax,9:44.300
29,25,Brian  Naylor ,Cooper Climax,10:17.900
