,Position,Driver,Car,Laps,Time,Points
8,1,Tony Brooks,Vanwall,15,2:21:15.000,8
10,2,Roy Salvadori,Cooper Climax,15,+209.700s,6
11,3,Maurice  Trintignant,Cooper Climax,15,+311.200s,4
4,4,Wolfgang von Trips,Ferrari,15,+376.300s,3
20,5,Bruce McLaren,Cooper Climax,15,+386.300s,0
21,6,Edgar Barth,Porsche,15,+392.400s,0
26,7,Ian Burgess ,Cooper Climax,15,+419.300s,0
30,8,Tony  Marsh ,Cooper Climax,15,+429.900s,0
23,9,Phil Hill,Ferrari,15,+465.500s,0
12,10,Cliff Allison,Lotus Climax,13,+2 laps,0
28,11,Ivor  Bueb ,Lotus Climax,13,+2 laps,0
3,NC,Mike Hawthorn,Ferrari,11,DNF,0
2,NC,Peter Collins,Ferrari,10,DNF,0
6,NC,Harry Schell,BRM,9,DNF,0
22,NC,Wolfgang Seidel,Cooper Climax,9,DNF,0
5,NC,Jean Behra,BRM,4,DNF,0
25,NC,Graham Hill,Lotus Climax,4,DNF,0
27,NC,Christian  Goethals ,Cooper Climax,4,DNF,0
17,NC,Hans  Herrmann,Maserati,3,DNF,0
7,NC,Stirling Moss,Vanwall,3,DNF,1
18,NC,Carel Godin de Beaufort ,Porsche,3,DNF,0
19,NC,Dick   Gibson,Cooper Climax,2,DNF,0
24,NC,Jack Brabham,Cooper Climax,1,DNF,0
29,NC,Brian  Naylor ,Cooper Climax,1,DNF,0
16,NC,Jo Bonnier,Maserati,1,DNF,0
