,Position,Driver,Car,Lap,Time,Avg Speed
5,1,Ralf Schumacher,Williams BMW,27,1:25.524,207.646
4,2,David Coulthard,McLaren Mercedes,44,1:25.569,207.537
2,3,Rubens Barrichello,Ferrari,46,1:26.117,206.217
3,4,Mika Hakkinen,McLaren Mercedes,61,1:26.308,205.760
6,5,Juan Pablo Montoya,Williams BMW,46,1:26.385,205.577
1,6,Michael Schumacher,Ferrari,21,1:27.229,203.588
11,7,Heinz-Harald Frentzen,Jordan Honda,36,1:27.243,203.555
16,8,Nick Heidfeld,Sauber Petronas,57,1:27.350,203.306
12,9,Jarno Trulli,Jordan Honda,20,1:27.358,203.287
9,10,Olivier Panis,BAR Honda,47,1:27.582,202.767
10,11,Jacques Villeneuve,BAR Honda,27,1:27.614,202.693
18,12,Eddie Irvine,Jaguar Cosworth,28,1:27.854,202.139
19,13,Luciano Burti,Jaguar Cosworth,29,1:27.932,201.960
22,14,Jean Alesi,Prost Acer,44,1:28.369,200.961
17,15,Kimi Räikkönen,Sauber Petronas,17,1:28.604,200.428
23,16,Gaston Mazzacane,Prost Acer,21,1:28.954,199.640
15,17,Enrique Bernoldi,Arrows Asiatech,37,1:28.956,199.635
8,18,Jenson Button,Benetton Renault,38,1:29.096,199.322
7,19,Giancarlo Fisichella,Benetton Renault,14,1:29.644,198.103
14,20,Jos Verstappen,Arrows Asiatech,4,1:30.403,196.440
21,21,Fernando Alonso,Minardi European,4,1:31.671,193.723
20,22,Tarso Marques,Minardi European,38,1:31.725,193.609
