,Position,Driver,Car,Laps,Time,Points
5,1,Ralf Schumacher,Williams BMW,62,1:30:44.817,10
4,2,David Coulthard,McLaren Mercedes,62,+4.352s,6
2,3,Rubens Barrichello,Ferrari,62,+34.766s,4
3,4,Mika Hakkinen,McLaren Mercedes,62,+36.315s,3
12,5,Jarno Trulli,Jordan Honda,62,+85.558s,2
11,6,Heinz-Harald Frentzen,Jordan Honda,61,+1 lap,1
16,7,Nick Heidfeld,Sauber Petronas,61,+1 lap,0
9,8,Olivier Panis,BAR Honda,61,+1 lap,0
22,9,Jean Alesi,Prost Acer,61,+1 lap,0
15,10,Enrique Bernoldi,Arrows Asiatech,60,+2 laps,0
19,11,Luciano Burti,Jaguar Cosworth,60,+2 laps,0
8,12,Jenson Button,Benetton Renault,60,+2 laps,0
20,NC,Tarso Marques,Minardi European,50,DNF,0
6,NC,Juan Pablo Montoya,Williams BMW,48,DNF,0
18,NC,Eddie Irvine,Jaguar Cosworth,42,DNF,0
7,NC,Giancarlo Fisichella,Benetton Renault,31,DNF,0
10,NC,Jacques Villeneuve,BAR Honda,30,DNF,0
23,NC,Gaston Mazzacane,Prost Acer,28,DNF,0
1,NC,Michael Schumacher,Ferrari,24,DNF,0
17,NC,Kimi Räikkönen,Sauber Petronas,17,DNF,0
14,NC,Jos Verstappen,Arrows Asiatech,6,DNF,0
21,NC,Fernando Alonso,Minardi European,5,DNF,0
