,Position,Driver,Car,Time
4,1,David Coulthard,McLaren Mercedes,1:23.054
3,2,Mika Hakkinen,McLaren Mercedes,1:23.282
5,3,Ralf Schumacher,Williams BMW,1:23.357
1,4,Michael Schumacher,Ferrari,1:23.593
12,5,Jarno Trulli,Jordan Honda,1:23.658
2,6,Rubens Barrichello,Ferrari,1:23.786
6,7,Juan Pablo Montoya,Williams BMW,1:24.141
9,8,Olivier Panis,BAR Honda,1:24.213
11,9,Heinz-Harald Frentzen,Jordan Honda,1:24.436
17,10,Kimi Räikkönen,Sauber Petronas,1:24.671
10,11,Jacques Villeneuve,BAR Honda,1:24.769
16,12,Nick Heidfeld,Sauber Petronas,1:25.007
18,13,Eddie Irvine,Jaguar Cosworth,1:25.392
22,14,Jean Alesi,Prost Acer,1:25.411
19,15,Luciano Burti,Jaguar Cosworth,1:25.572
15,16,Enrique Bernoldi,Arrows Asiatech,1:25.872
14,17,Jos Verstappen,Arrows Asiatech,1:26.062
21,18,Fernando Alonso,Minardi European,1:26.855
7,19,Giancarlo Fisichella,Benetton Renault,1:26.902
23,20,Gaston Mazzacane,Prost Acer,1:27.750
8,21,Jenson Button,Benetton Renault,1:27.758
20,22,Tarso Marques,Minardi European,1:28.281
