,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:19.790,47
44,2,Lewis Hamilton,Mercedes,+0.004s,37
6,3,Nico Rosberg,Mercedes,+0.435s,46
7,4,Kimi Räikkönen,Ferrari,+0.469s,37
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.658s,43
27,6,Nico Hulkenberg,Force India Mercedes,+0.784s,43
33,7,Max Verstappen,Red Bull Racing TAG Heuer,+0.829s,42
77,8,Valtteri Bottas,Williams Mercedes,+0.839s,41
55,9,Carlos Sainz,Toro Rosso Ferrari,+1.184s,46
14,10,Fernando Alonso,McLaren Honda,+1.213s,25
26,11,Daniil Kvyat,Toro Rosso Ferrari,+1.403s,39
22,12,Jenson Button,McLaren Honda,+1.408s,39
19,13,Felipe Massa,Williams Mercedes,+1.536s,45
20,14,Kevin Magnussen,Renault,+1.652s,39
11,15,Sergio Perez,Force India Mercedes,+1.789s,41
30,16,Jolyon Palmer,Renault,+1.995s,44
94,17,Pascal Wehrlein,MRT Mercedes,+2.190s,42
9,18,Marcus Ericsson,Sauber Ferrari,+2.207s,42
12,19,Felipe Nasr,Sauber Ferrari,+2.247s,43
8,20,Romain Grosjean,Haas Ferrari,+2.315s,14
31,21,Esteban Ocon,MRT Mercedes,+2.508s,44
21,22,Esteban Gutierrez ,Haas Ferrari,+2.618s,33
