,Position,Driver,Car,Laps,Time,Points
6,1,Graham Hill,BRM,100,2:41:49.700,9
5,2,Richie Ginther,BRM,100,+4.600s,6
7,3,Bruce McLaren,Cooper Climax,100,+12.800s,4
21,4,John Surtees,Ferrari,100,+14.100s,3
8,5,Tony Maggs,Cooper Climax,98,+2 laps,2
10,6,Trevor  Taylor ,Lotus Climax,98,+2 laps,1
11,7,Jo Bonnier,Cooper Climax,94,+6 laps,0
9,8,Jim Clark,Lotus Climax,78,DNF,0
3,9,Jack Brabham,Lotus Climax,77,DNF,0
14,NC,Innes Ireland,Lotus BRM,40,DNF,0
20,NC,Willy Mairesse,Ferrari,37,DNF,0
17,NC,Maurice  Trintignant,Lola Climax,34,DNF,0
4,NC,Dan Gurney,Brabham Climax,25,DNF,0
12,NC,Jim  Hall ,Lotus BRM,20,DNF,0
25,NC,Jo Siffert,Lotus BRM,3,DNF,0
