,Position,Driver,Car,Q1,Q2,Q3,Laps
63,1,George Russell,Mercedes,1:18.407,1:18.154,1:17.377,23
55,2,Carlos Sainz,Ferrari,1:18.434,1:17.946,1:17.421,22
16,3,Charles Leclerc,Ferrari,1:18.806,1:17.768,1:17.567,22
4,4,Lando Norris,McLaren Mercedes,1:18.653,1:18.121,1:17.769,19
31,5,Esteban Ocon,Alpine Renault,1:18.866,1:18.216,1:18.018,20
14,6,Fernando Alonso,Alpine Renault,1:18.716,1:17.904,1:18.078,17
44,7,Lewis Hamilton,Mercedes,1:18.374,1:18.035,1:18.142,21
77,8,Valtteri Bottas,Alfa Romeo Ferrari,1:18.935,1:18.445,1:18.157,20
3,9,Daniel Ricciardo,McLaren Mercedes,1:18.775,1:18.198,1:18.379,19
1,10,Max Verstappen,Red Bull Racing RBPT,1:18.509,1:17.703,1:18.823,21
11,11,Sergio Perez,Red Bull Racing RBPT,1:19.118,1:18.516,,16
24,12,Guanyu Zhou,Alfa Romeo Ferrari,1:18.973,1:18.573,,16
20,13,Kevin Magnussen,Haas Ferrari,1:18.993,1:18.825,,18
18,14,Lance Stroll,Aston Martin Aramco Mercedes,1:19.205,1:19.137,,16
47,15,Mick Schumacher,Haas Ferrari,1:19.164,1:19.202,,16
22,16,Yuki Tsunoda,AlphaTauri RBPT,1:19.240,,,9
23,17,Alexander Albon,Williams Mercedes,1:19.256,,,10
5,18,Sebastian Vettel,Aston Martin Aramco Mercedes,1:19.273,,,10
10,19,Pierre Gasly,AlphaTauri RBPT,1:19.527,,,9
6,20,Nicholas Latifi,Williams Mercedes,1:19.570,,,10
