,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,57,1:21.386,193.787,16:24:16
16,2,Charles Leclerc,Ferrari,57,1:21.622,193.227,16:24:32
11,3,Sergio Perez,Red Bull Racing RBPT,44,1:21.940,192.477,16:06:30
55,4,Carlos Sainz,Ferrari,51,1:22.000,192.336,16:15:54
24,5,Guanyu Zhou,Alfa Romeo Ferrari,58,1:22.029,192.268,16:27:27
1,6,Max Verstappen,Red Bull Racing RBPT,45,1:22.126,192.041,16:07:26
18,7,Lance Stroll,Aston Martin Aramco Mercedes,51,1:22.437,191.317,16:17:04
6,8,Nicholas Latifi,Williams Mercedes,60,1:22.478,191.221,16:30:47
63,9,George Russell,Mercedes,57,1:22.766,190.556,16:24:09
5,10,Sebastian Vettel,Aston Martin Aramco Mercedes,51,1:22.824,190.423,16:17:09
4,11,Lando Norris,McLaren Mercedes,47,1:23.043,189.920,16:11:00
23,12,Alexander Albon,Williams Mercedes,43,1:23.047,189.911,16:06:22
47,13,Mick Schumacher,Haas Ferrari,50,1:23.151,189.674,16:15:58
10,14,Pierre Gasly,AlphaTauri RBPT,58,1:23.199,189.564,16:27:03
20,15,Kevin Magnussen,Haas Ferrari,37,1:23.511,188.856,15:57:44
22,16,Yuki Tsunoda,AlphaTauri RBPT,58,1:23.538,188.795,16:28:17
3,17,Daniel Ricciardo,McLaren Mercedes,63,1:23.654,188.533,16:34:10
14,18,Fernando Alonso,Alpine Renault,47,1:23.979,187.804,16:11:06
77,19,Valtteri Bottas,Alfa Romeo Ferrari,60,1:24.002,187.752,16:29:36
31,20,Esteban Ocon,Alpine Renault,60,1:24.149,187.424,16:29:29
