,Position,Driver,Car,Time
63,1,George Russell,Mercedes,1:17.377
55,2,Carlos Sainz,Ferrari,1:17.421
16,3,Charles Leclerc,Ferrari,1:17.567
4,4,Lando Norris,McLaren Mercedes,1:17.769
31,5,Esteban Ocon,Alpine Renault,1:18.018
14,6,Fernando Alonso,Alpine Renault,1:18.078
44,7,Lewis Hamilton,Mercedes,1:18.142
77,8,Valtteri Bottas,Alfa Romeo Ferrari,1:18.157
3,9,Daniel Ricciardo,McLaren Mercedes,1:18.379
1,10,Max Verstappen,Red Bull Racing RBPT,1:18.823
11,11,Sergio Perez,Red Bull Racing RBPT,1:18.516
24,12,Guanyu Zhou,Alfa Romeo Ferrari,1:18.573
20,13,Kevin Magnussen,Haas Ferrari,1:18.825
18,14,Lance Stroll,Aston Martin Aramco Mercedes,1:19.137
47,15,Mick Schumacher,Haas Ferrari,1:19.202
22,16,Yuki Tsunoda,AlphaTauri RBPT,1:19.240
23,17,Alexander Albon,Williams Mercedes,1:19.256
5,18,Sebastian Vettel,Aston Martin Aramco Mercedes,1:19.273
6,19,Nicholas Latifi,Williams Mercedes,1:19.570
10,20,Pierre Gasly,AlphaTauri RBPT,1:19.527
