,Position,Driver,Car,Time / Gap,Laps
9,1,Kimi Räikkönen,McLaren Mercedes,1:10.643,12
3,2,Jenson Button,BAR Honda,+0.201s,15
5,3,Fernando Alonso,Renault,+0.277s,10
1,4,Michael Schumacher,Ferrari,+0.560s,12
4,5,Takuma Sato,BAR Honda,+0.681s,16
6,6,Giancarlo Fisichella,Renault,+0.732s,10
16,7,Jarno Trulli,Toyota,+0.814s,7
10,8,Juan Pablo Montoya,McLaren Mercedes,+0.931s,7
17,9,Ricardo Zonta,Toyota,+1.117s,10
2,10,Rubens Barrichello,Ferrari,+1.151s,13
15,11,Christian Klien,RBR Cosworth,+1.163s,13
11,12,Jacques Villeneuve,Sauber Petronas,+1.232s,10
12,13,Felipe Massa,Sauber Petronas,+1.272s,10
7,14,Mark Webber,Williams BMW,+1.437s,9
8,15,Nick Heidfeld,Williams BMW,+1.543s,10
14,16,David Coulthard,RBR Cosworth,+2.271s,7
21,17,Christijan Albers,Minardi Cosworth,+2.381s,16
18,18,Tiago Monteiro,Jordan Toyota,+2.408s,14
19,19,Narain Karthikeyan,Jordan Toyota,+2.518s,11
20,20,Patrick Friesacher ,Minardi Cosworth,+2.858s,16
