,Position,Driver,Car,Time / Gap,Laps
10,1,Juan Pablo Montoya,McLaren Mercedes,1:12.027,6
38,2,Ricardo Zonta,Toyota,+0.058s,18
5,3,Fernando Alonso,Renault,+0.639s,10
8,4,Nick Heidfeld,Williams BMW,+0.777s,9
3,5,Jenson Button,BAR Honda,+0.838s,11
35,6,Pedro de la Rosa,McLaren Mercedes,+0.886s,4
4,7,Takuma Sato,BAR Honda,+0.986s,9
6,8,Giancarlo Fisichella,Renault,+0.997s,10
7,9,Mark Webber,Williams BMW,+1.055s,10
1,10,Michael Schumacher,Ferrari,+1.215s,12
2,11,Rubens Barrichello,Ferrari,+1.218s,12
17,12,Ralf Schumacher,Toyota,+1.434s,7
16,13,Jarno Trulli,Toyota,+1.656s,7
14,14,David Coulthard,RBR Cosworth,+1.713s,8
37,15,Scott Speed,RBR Cosworth,+1.819s,21
15,16,Christian Klien,RBR Cosworth,+2.417s,8
12,17,Felipe Massa,Sauber Petronas,+2.610s,7
11,18,Jacques Villeneuve,Sauber Petronas,+2.669s,6
19,19,Narain Karthikeyan,Jordan Toyota,+2.776s,18
18,20,Tiago Monteiro,Jordan Toyota,+2.951s,20
39,21,Robert Doornbos,Jordan Toyota,+3.764s,27
20,22,Patrick Friesacher ,Minardi Cosworth,+4.316s,16
21,23,Christijan Albers,Minardi Cosworth,+4.330s,12
9,24,Kimi Räikkönen,McLaren Mercedes,,3
