,Position,Driver,Car,Time / Gap,Laps
10,1,Juan Pablo Montoya,McLaren Mercedes,1:10.726,4
1,2,Michael Schumacher,Ferrari,+1.043s,11
2,3,Rubens Barrichello,Ferrari,+1.112s,9
14,4,David Coulthard,RBR Cosworth,+1.683s,7
18,5,Tiago Monteiro,Jordan Toyota,+2.673s,12
19,6,Narain Karthikeyan,Jordan Toyota,+3.038s,12
20,7,Patrick Friesacher ,Minardi Cosworth,+3.846s,16
21,8,Christijan Albers,Minardi Cosworth,+4.438s,6
11,9,Jacques Villeneuve,Sauber Petronas,,7
9,10,Kimi Räikkönen,McLaren Mercedes,,6
3,11,Jenson Button,BAR Honda,,7
4,12,Takuma Sato,BAR Honda,,6
8,13,Nick Heidfeld,Williams BMW,,5
6,14,Giancarlo Fisichella,Renault,,6
7,15,Mark Webber,Williams BMW,,4
12,16,Felipe Massa,Sauber Petronas,,7
5,17,Fernando Alonso,Renault,,4
15,18,Christian Klien,RBR Cosworth,,4
17,19,Ricardo Zonta,Toyota,,1
