,Position,Driver,Car,Time / Gap,Laps
10,1,Juan Pablo Montoya,McLaren Mercedes,1:11.118,21
9,2,Kimi Räikkönen,McLaren Mercedes,+0.110s,24
2,3,Rubens Barrichello,Ferrari,+0.628s,22
1,4,Michael Schumacher,Ferrari,+0.640s,22
8,5,Nick Heidfeld,Williams BMW,+0.707s,24
14,6,David Coulthard,RBR Cosworth,+0.958s,9
35,7,Pedro de la Rosa,McLaren Mercedes,+1.001s,37
37,8,Scott Speed,RBR Cosworth,+1.025s,34
5,9,Fernando Alonso,Renault,+1.147s,28
16,10,Jarno Trulli,Toyota,+1.226s,10
6,11,Giancarlo Fisichella,Renault,+1.266s,29
12,12,Felipe Massa,Sauber Petronas,+1.346s,25
7,13,Mark Webber,Williams BMW,+1.460s,24
15,14,Christian Klien,RBR Cosworth,+1.546s,20
3,15,Jenson Button,BAR Honda,+1.685s,24
4,16,Takuma Sato,BAR Honda,+1.919s,26
11,17,Jacques Villeneuve,Sauber Petronas,+1.961s,23
39,18,Robert Doornbos,Jordan Toyota,+2.243s,36
38,19,Ricardo Zonta,Toyota,+2.449s,6
20,20,Patrick Friesacher ,Minardi Cosworth,+2.665s,16
21,21,Christijan Albers,Minardi Cosworth,+2.845s,24
19,22,Narain Karthikeyan,Jordan Toyota,+2.890s,31
18,23,Tiago Monteiro,Jordan Toyota,+3.218s,35
17,24,Ralf Schumacher,Toyota,,2
