,Position,Driver,Car,Laps,Time,Points
1,1,Emerson Fittipaldi,Lotus Ford,40,1:43:55.600,9
3,2,Jackie Stewart,Tyrrell Ford,40,+13.500s,6
7,3,Denny Hulme,McLaren Ford,40,+106.400s,4
10,4,Arturo Merzario,Ferrari,39,+1 lap,3
9,5,Jacky Ickx,Ferrari,39,+1 lap,2
14,6,Clay Regazzoni,BRM,39,+1 lap,1
19,7,Howden  Ganley ,Iso Marlboro Ford,39,+1 lap,0
16,8,Niki Lauda,BRM,38,+2 laps,0
20,9,Nanni  Galli ,Iso Marlboro Ford,38,+2 laps,0
4,10,Francois  Cevert ,Tyrrell Ford,38,+2 laps,0
17,11,Carlos Reutemann,Brabham Ford,38,+2 laps,0
23,12,Luiz  Bueno ,Surtees Ford,36,+4 laps,0
15,NC,Jean-Pierre Beltoise,BRM,23,DNF,0
12,NC,Mike  Beuttler ,March Ford,18,DNF,0
6,NC,Carlos Pace,Surtees Ford,9,DNF,0
5,NC,Mike Hailwood,Surtees Ford,6,DNF,0
11,NC,Jean-Pierre Jarier,March Ford,5,DNF,0
2,NC,Ronnie Peterson,Lotus Ford,5,DNF,0
18,NC,Wilson Fittipaldi,Brabham Ford,5,DNF,0
8,NC,Peter   Revson,McLaren Ford,3,DNF,0
