,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:33.593,19
44,2,Lewis Hamilton,Mercedes,+0.044s,22
10,3,Pierre Gasly,AlphaTauri Honda,+0.252s,22
4,4,Lando Norris,McLaren Mercedes,+0.561s,17
31,5,Esteban Ocon,Alpine Renault,+0.809s,23
33,6,Max Verstappen,Red Bull Racing Honda,+1.028s,20
55,7,Carlos Sainz,Ferrari,+1.085s,22
14,8,Fernando Alonso,Alpine Renault,+1.169s,21
5,9,Sebastian Vettel,Aston Martin Mercedes,+1.244s,22
16,10,Charles Leclerc,Ferrari,+1.332s,24
11,11,Sergio Perez,Red Bull Racing Honda,+1.345s,22
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.459s,23
63,13,George Russell,Williams Mercedes,+1.501s,19
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.585s,14
18,15,Lance Stroll,Aston Martin Mercedes,+1.741s,21
6,16,Nicholas Latifi,Williams Mercedes,+1.818s,19
3,17,Daniel Ricciardo,McLaren Mercedes,+2.037s,12
22,18,Yuki Tsunoda,AlphaTauri Honda,+2.361s,23
9,19,Nikita Mazepin,Haas Ferrari,+2.506s,19
47,20,Mick Schumacher,Haas Ferrari,+2.637s,20
