,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,53,1:30:41.001,25
33,2,Max Verstappen,Red Bull Racing Honda,53,+53.271s,18
55,3,Carlos Sainz,Ferrari,53,+62.475s,15
3,4,Daniel Ricciardo,McLaren Mercedes,53,+65.607s,12
77,5,Valtteri Bottas,Mercedes,53,+67.533s,10
14,6,Fernando Alonso,Alpine Renault,53,+81.321s,8
4,7,Lando Norris,McLaren Mercedes,53,+87.224s,7
7,8,Kimi Räikkönen,Alfa Romeo Racing Ferrari,53,+88.955s,4
11,9,Sergio Perez,Red Bull Racing Honda,53,+90.076s,2
63,10,George Russell,Williams Mercedes,53,+100.551s,1
18,11,Lance Stroll,Aston Martin Mercedes,53,+116.198s,0
5,12,Sebastian Vettel,Aston Martin Mercedes,52,+1 lap,0
10,13,Pierre Gasly,AlphaTauri Honda,52,+1 lap,0
31,14,Esteban Ocon,Alpine Renault,52,+1 lap,0
16,15,Charles Leclerc,Ferrari,52,+1 lap,0
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,52,+1 lap,0
22,17,Yuki Tsunoda,AlphaTauri Honda,52,+1 lap,0
9,18,Nikita Mazepin,Haas Ferrari,51,+2 laps,0
6,19,Nicholas Latifi,Williams Mercedes,47,DNF,0
47,NC,Mick Schumacher,Haas Ferrari,32,DNF,0
