,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
4,1,Lando Norris,McLaren Mercedes,39,1:37.423,216.096,16:09:38
44,2,Lewis Hamilton,Mercedes,43,1:37.575,215.760,16:16:10
77,3,Valtteri Bottas,Mercedes,31,1:38.216,214.352,15:57:00
10,4,Pierre Gasly,AlphaTauri Honda,35,1:38.279,214.214,16:03:46
33,5,Max Verstappen,Red Bull Racing Honda,28,1:38.396,213.959,15:51:45
14,6,Fernando Alonso,Alpine Renault,44,1:38.686,213.331,16:18:28
16,7,Charles Leclerc,Ferrari,45,1:38.994,212.667,16:20:14
99,8,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,39,1:39.058,212.530,16:10:55
3,9,Daniel Ricciardo,McLaren Mercedes,24,1:39.124,212.388,15:45:03
11,10,Sergio Perez,Red Bull Racing Honda,45,1:39.215,212.193,16:20:03
5,11,Sebastian Vettel,Aston Martin Mercedes,44,1:39.251,212.116,16:18:43
55,12,Carlos Sainz,Ferrari,40,1:39.294,212.024,16:11:42
22,13,Yuki Tsunoda,AlphaTauri Honda,42,1:39.960,210.612,16:15:49
6,14,Nicholas Latifi,Williams Mercedes,42,1:40.000,210.528,16:15:44
47,15,Mick Schumacher,Haas Ferrari,22,1:40.276,209.948,15:42:27
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,34,1:40.289,209.921,16:01:56
18,17,Lance Stroll,Aston Martin Mercedes,35,1:40.464,209.555,16:03:28
63,18,George Russell,Williams Mercedes,40,1:40.596,209.280,16:11:57
31,19,Esteban Ocon,Alpine Renault,34,1:40.598,209.276,16:01:54
9,20,Nikita Mazepin,Haas Ferrari,24,1:41.713,206.982,15:45:43
