,Position,Driver,Car,Q1,Q2,Q3,Laps
4,1,Lando Norris,McLaren Mercedes,1:47.238,1:45.827,1:41.993,23
55,2,Carlos Sainz,Ferrari,1:47.924,1:46.521,1:42.510,25
63,3,George Russell,Williams Mercedes,1:48.303,1:46.435,1:42.983,26
44,4,Lewis Hamilton,Mercedes,1:45.992,1:45.129,1:44.050,24
3,5,Daniel Ricciardo,McLaren Mercedes,1:48.345,1:46.361,1:44.156,23
14,6,Fernando Alonso,Alpine Renault,1:47.877,1:45.514,1:44.204,25
77,7,Valtteri Bottas,Mercedes,1:46.396,1:45.306,1:44.710,24
18,8,Lance Stroll,Aston Martin Mercedes,1:48.322,1:46.360,1:44.956,23
11,9,Sergio Perez,Red Bull Racing Honda,1:46.455,1:45.834,1:45.337,24
31,10,Esteban Ocon,Alpine Renault,1:48.099,1:46.070,1:45.865,25
5,11,Sebastian Vettel,Aston Martin Mercedes,1:47.205,1:46.573,,18
10,12,Pierre Gasly,AlphaTauri Honda,1:47.828,1:46.641,,18
22,13,Yuki Tsunoda,AlphaTauri Honda,1:48.854,1:46.751,,20
6,14,Nicholas Latifi,Williams Mercedes,1:48.252,DNS,,12
16,15,Charles Leclerc,Ferrari,1:48.470,,,10
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:49.586,,,10
47,17,Mick Schumacher,Haas Ferrari,1:49.830,,,10
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:51.023,,,9
9,19,Nikita Mazepin,Haas Ferrari,1:53.764,,,10
33,20,Max Verstappen,Red Bull Racing Honda,DNF,,,2
