,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:34.427,25
44,2,Lewis Hamilton,Mercedes,+0.211s,23
33,3,Max Verstappen,Red Bull Racing Honda,+0.227s,13
16,4,Charles Leclerc,Ferrari,+0.690s,22
5,5,Sebastian Vettel,Aston Martin Mercedes,+1.354s,23
10,6,Pierre Gasly,AlphaTauri Honda,+1.367s,24
55,7,Carlos Sainz,Ferrari,+1.384s,25
4,8,Lando Norris,McLaren Mercedes,+1.532s,24
11,9,Sergio Perez,Red Bull Racing Honda,+1.761s,22
14,10,Fernando Alonso,Alpine Renault,+1.798s,21
31,11,Esteban Ocon,Alpine Renault,+1.809s,25
18,12,Lance Stroll,Aston Martin Mercedes,+2.095s,21
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.368s,23
3,14,Daniel Ricciardo,McLaren Mercedes,+2.450s,23
7,15,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.525s,20
22,16,Yuki Tsunoda,AlphaTauri Honda,+3.367s,26
63,17,George Russell,Williams Mercedes,+3.586s,23
6,18,Nicholas Latifi,Williams Mercedes,+3.728s,21
9,19,Nikita Mazepin,Haas Ferrari,+4.159s,22
47,20,Mick Schumacher,Haas Ferrari,+4.550s,23
