,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:16.118,42
6,2,Nico Rosberg,Mercedes,+0.175s,39
1,3,Sebastian Vettel,Red Bull Racing Renault,+0.455s,26
7,4,Kimi Räikkönen,Ferrari,+0.530s,31
14,5,Fernando Alonso,Ferrari,+0.583s,27
19,6,Felipe Massa,Williams Mercedes,+0.656s,37
77,7,Valtteri Bottas,Williams Mercedes,+0.775s,37
20,8,Kevin Magnussen,McLaren Mercedes,+0.934s,42
22,9,Jenson Button,McLaren Mercedes,+0.941s,38
25,10,Jean-Eric Vergne,STR Renault,+1.062s,40
8,11,Romain Grosjean,Lotus Renault,+1.508s,28
3,12,Daniel Ricciardo,Red Bull Racing Renault,+1.526s,36
27,13,Nico Hulkenberg,Force India Mercedes,+1.594s,35
11,14,Sergio Perez,Force India Mercedes,+1.701s,33
13,15,Pastor Maldonado,Lotus Renault,+1.750s,27
99,16,Adrian Sutil,Sauber Ferrari,+1.846s,47
21,17,Esteban Gutierrez ,Sauber Ferrari,+2.222s,43
4,18,Max Chilton,Marussia Ferrari,+2.575s,34
26,19,Daniil Kvyat,STR Renault,+2.614s,9
10,20,Kamui Kobayashi,Caterham Renault,+4.126s,38
9,21,Marcus Ericsson,Caterham Renault,+6.300s,13
17,22,Jules Bianchi,Marussia Ferrari,+16.009s,3
