,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:15.610,18
19,2,Felipe Massa,Williams Mercedes,+0.476s,16
6,3,Nico Rosberg,Mercedes,+0.510s,20
14,4,Fernando Alonso,Ferrari,+0.878s,15
3,5,Daniel Ricciardo,Red Bull Racing Renault,+0.894s,15
7,6,Kimi Räikkönen,Ferrari,+0.918s,22
77,7,Valtteri Bottas,Williams Mercedes,+1.074s,20
26,8,Daniil Kvyat,STR Renault,+1.210s,21
25,9,Jean-Eric Vergne,STR Renault,+1.214s,19
1,10,Sebastian Vettel,Red Bull Racing Renault,+1.274s,15
27,11,Nico Hulkenberg,Force India Mercedes,+1.334s,17
20,12,Kevin Magnussen,McLaren Mercedes,+1.383s,19
8,13,Romain Grosjean,Lotus Renault,+1.511s,21
11,14,Sergio Perez,Force India Mercedes,+1.578s,19
13,15,Pastor Maldonado,Lotus Renault,+1.614s,21
22,16,Jenson Button,McLaren Mercedes,+1.750s,23
99,17,Adrian Sutil,Sauber Ferrari,+2.290s,23
17,18,Jules Bianchi,Marussia Ferrari,+2.908s,25
4,19,Max Chilton,Marussia Ferrari,+2.915s,19
9,20,Marcus Ericsson,Caterham Renault,+4.255s,23
10,21,Kamui Kobayashi,Caterham Renault,+4.617s,14
21,22,Esteban Gutierrez ,Sauber Ferrari,+6.778s,6
