,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:16.471,1:15.289,1:14.874,19
44,2,Lewis Hamilton,Mercedes,1:15.750,1:15.054,1:14.953,20
1,3,Sebastian Vettel,Red Bull Racing Renault,1:17.470,1:16.109,1:15.548,18
77,4,Valtteri Bottas,Williams Mercedes,1:16.772,1:15.806,1:15.550,21
19,5,Felipe Massa,Williams Mercedes,1:16.666,1:15.773,1:15.578,21
3,6,Daniel Ricciardo,Red Bull Racing Renault,1:17.113,1:15.897,1:15.589,20
14,7,Fernando Alonso,Ferrari,1:17.010,1:16.131,1:15.814,17
25,8,Jean-Eric Vergne,STR Renault,1:17.178,1:16.255,1:16.162,24
22,9,Jenson Button,McLaren Mercedes,1:16.631,1:16.214,1:16.182,20
7,10,Kimi Räikkönen,Ferrari,1:17.013,1:16.245,1:16.214,17
27,11,Nico Hulkenberg,Force India Mercedes,1:16.897,1:16.300,,21
20,12,Kevin Magnussen,McLaren Mercedes,1:16.446,1:16.310,,15
11,13,Sergio Perez,Force India Mercedes,1:18.235,1:16.472,,19
8,14,Romain Grosjean,Lotus Renault,1:17.732,1:16.687,,19
26,15,Daniil Kvyat,STR Renault,1:16.938,1:16.713,,19
99,16,Adrian Sutil,Sauber Ferrari,1:17.519,1:17.314,,16
13,17,Pastor Maldonado,Lotus Renault,1:18.328,,,10
4,18,Max Chilton,Marussia Ferrari,1:18.348,,,6
17,19,Jules Bianchi,Marussia Ferrari,1:18.359,,,5
10,20,Kamui Kobayashi,Caterham Renault,1:19.278,,,8
9,21,Marcus Ericsson,Caterham Renault,1:19.820,,,10
