,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
19,1,Felipe Massa,Williams Mercedes,58,1:18.504,199.984,15:26:30
7,2,Kimi Räikkönen,Ferrari,68,1:18.529,199.921,15:40:12
14,3,Fernando Alonso,Ferrari,64,1:18.614,199.704,15:34:30
3,4,Daniel Ricciardo,Red Bull Racing Renault,68,1:18.640,199.638,15:39:41
22,5,Jenson Button,McLaren Mercedes,64,1:18.759,199.337,15:34:32
20,6,Kevin Magnussen,McLaren Mercedes,56,1:18.819,199.185,15:24:09
6,7,Nico Rosberg,Mercedes,33,1:18.881,199.028,14:52:25
27,8,Nico Hulkenberg,Force India Mercedes,64,1:18.936,198.890,15:34:29
44,9,Lewis Hamilton,Mercedes,24,1:18.942,198.875,14:40:32
1,10,Sebastian Vettel,Red Bull Racing Renault,48,1:19.171,198.299,15:13:07
77,11,Valtteri Bottas,Williams Mercedes,52,1:19.321,197.924,15:18:31
25,12,Jean-Eric Vergne,STR Renault,56,1:19.399,197.730,15:24:07
11,13,Sergio Perez,Force India Mercedes,63,1:19.491,197.501,15:33:03
8,14,Romain Grosjean,Lotus Renault,54,1:19.650,197.107,15:21:59
26,15,Daniil Kvyat,STR Renault,43,1:19.978,196.298,15:06:59
21,16,Esteban Gutierrez ,Sauber Ferrari,51,1:20.112,195.970,15:18:11
99,17,Adrian Sutil,Sauber Ferrari,66,1:20.226,195.692,15:38:20
13,18,Pastor Maldonado,Lotus Renault,21,1:21.514,192.600,14:36:52
10,19,Kamui Kobayashi,Caterham Renault,20,1:23.130,188.856,14:35:56
9,20,Marcus Ericsson,Caterham Renault,7,1:51.041,141.385,14:17:46
