,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:11.542,1:10.835,1:10.166,28
77,2,Valtteri Bottas,Mercedes,1:11.562,1:10.701,1:10.252,27
33,3,Max Verstappen,Red Bull Racing Honda,1:11.597,1:10.618,1:10.641,19
5,4,Sebastian Vettel,Ferrari,1:11.434,1:11.227,1:10.947,27
10,5,Pierre Gasly,Red Bull Racing Honda,1:11.740,1:11.457,1:11.041,24
20,6,Kevin Magnussen,Haas Ferrari,1:11.865,1:11.363,1:11.109,24
3,7,Daniel Ricciardo,Renault,1:11.767,1:11.543,1:11.218,25
26,8,Daniil Kvyat,Scuderia Toro Rosso Honda,1:11.602,1:11.412,1:11.271,30
55,9,Carlos Sainz,McLaren Renault,1:11.872,1:11.608,1:11.417,30
23,10,Alexander Albon,Scuderia Toro Rosso Honda,1:12.007,1:11.429,1:11.653,31
27,11,Nico Hulkenberg,Renault,1:12.097,1:11.670,,20
4,12,Lando Norris,McLaren Renault,1:11.845,1:11.724,,22
8,13,Romain Grosjean,Haas Ferrari,1:11.837,1:12.027,,21
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:11.993,1:12.115,,21
99,15,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:11.976,1:12.185,,22
16,16,Charles Leclerc,Ferrari,1:12.149,,,8
11,17,Sergio Perez,Racing Point BWT Mercedes,1:12.233,,,11
18,18,Lance Stroll,Racing Point BWT Mercedes,1:12.846,,,11
63,19,George Russell,Williams Mercedes,1:13.477,,,13
88,20,Robert Kubica,Williams Mercedes,1:13.751,,,13
