,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:12.106,47
33,2,Max Verstappen,Red Bull Racing Honda,+0.059s,35
77,3,Valtteri Bottas,Mercedes,+0.072s,43
16,4,Charles Leclerc,Ferrari,+0.361s,25
5,5,Sebastian Vettel,Ferrari,+0.717s,36
10,6,Pierre Gasly,Red Bull Racing Honda,+1.064s,41
27,7,Nico Hulkenberg,Renault,+1.121s,45
20,8,Kevin Magnussen,Haas Ferrari,+1.126s,24
7,9,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.257s,39
8,10,Romain Grosjean,Haas Ferrari,+1.273s,23
3,11,Daniel Ricciardo,Renault,+1.307s,41
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.331s,39
26,13,Daniil Kvyat,Scuderia Toro Rosso Honda,+1.625s,40
23,14,Alexander Albon,Scuderia Toro Rosso Honda,+1.721s,45
4,15,Lando Norris,McLaren Renault,+2.172s,39
11,16,Sergio Perez,Racing Point BWT Mercedes,+2.460s,40
63,17,George Russell,Williams Mercedes,+3.009s,40
88,18,Robert Kubica,Williams Mercedes,+3.408s,24
18,19,Lance Stroll,Racing Point BWT Mercedes,+4.029s,37
55,20,Carlos Sainz,McLaren Renault,+48.564s,4
