,Position,Driver,Car,Time / Gap,Laps
16,1,Charles Leclerc,Ferrari,1:11.265,26
77,2,Valtteri Bottas,Mercedes,+0.053s,27
44,3,Lewis Hamilton,Mercedes,+0.213s,27
33,4,Max Verstappen,Red Bull Racing Honda,+0.274s,24
10,5,Pierre Gasly,Red Bull Racing Honda,+0.473s,27
99,6,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+0.905s,23
26,7,Daniil Kvyat,Scuderia Toro Rosso Honda,+0.929s,27
20,8,Kevin Magnussen,Haas Ferrari,+1.005s,25
7,9,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.043s,27
23,10,Alexander Albon,Scuderia Toro Rosso Honda,+1.073s,32
27,11,Nico Hulkenberg,Renault,+1.224s,26
3,12,Daniel Ricciardo,Renault,+1.254s,26
8,13,Romain Grosjean,Haas Ferrari,+1.301s,27
5,14,Sebastian Vettel,Ferrari,+1.318s,7
55,15,Carlos Sainz,McLaren Renault,+1.597s,29
4,16,Lando Norris,McLaren Renault,+1.649s,26
11,17,Sergio Perez,Racing Point BWT Mercedes,+1.967s,23
18,18,Lance Stroll,Racing Point BWT Mercedes,+2.357s,21
88,19,Robert Kubica,Williams Mercedes,+2.821s,27
63,20,George Russell,Williams Mercedes,+3.040s,27
