,Position,Driver,Car,Laps,Time,Points
6,1,Jacques Villeneuve,Williams Renault,77,1:46:21.134,10
5,2,Damon Hill,Williams Renault,77,+0.771s,6
3,3,Jean Alesi,Benetton Renault,77,+84.212s,4
7,4,Mika Hakkinen,McLaren Mercedes,76,+1 lap,3
9,5,Olivier Panis,Ligier Mugen Honda,76,+1 lap,2
11,6,Rubens Barrichello,Jordan Peugeot,75,+2 laps,1
18,7,Ukyo Katayama,Tyrrell Yamaha,74,+3 laps,0
16,8,Ricardo Rosset,Footwork Hart,74,+3 laps,0
1,9,Michael Schumacher,Ferrari,70,DNF,0
21,10,Giovanni Lavaggi,Minardi Ford,69,DNF,0
4,NC,Gerhard Berger,Benetton Renault,64,DNF,0
15,NC,Heinz-Harald Frentzen,Sauber Ford,50,DNF,0
14,NC,Johnny Herbert,Sauber Ford,35,DNF,0
2,NC,Eddie Irvine,Ferrari,31,DNF,0
20,NC,Pedro Lamy,Minardi Ford,24,DNF,0
8,NC,David Coulthard,McLaren Mercedes,23,DNF,0
17,NC,Jos Verstappen,Footwork Hart,10,DNF,0
12,NC,Martin Brundle,Jordan Peugeot,5,DNF,0
10,NC,Pedro Diniz,Ligier Mugen Honda,1,DNF,0
19,NC,Mika Salo,Tyrrell Yamaha,0,DNF,0
