,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:17.129
5,2,Damon Hill,Williams Renault,1:17.182
6,3,Jacques Villeneuve,Williams Renault,1:17.259
2,4,Eddie Irvine,Ferrari,1:18.617
3,5,Jean Alesi,Benetton Renault,1:18.754
4,6,Gerhard Berger,Benetton Renault,1:18.794
7,7,Mika Hakkinen,McLaren Mercedes,1:19.116
14,8,Johnny Herbert,Sauber Ford,1:19.292
8,9,David Coulthard,McLaren Mercedes,1:19.384
15,10,Heinz-Harald Frentzen,Sauber Ford,1:19.436
9,11,Olivier Panis,Ligier Mugen Honda,1:19.538
12,12,Martin Brundle,Jordan Peugeot,1:19.828
11,13,Rubens Barrichello,Jordan Peugeot,1:19.966
18,14,Ukyo Katayama,Tyrrell Yamaha,1:20.499
10,15,Pedro Diniz,Ligier Mugen Honda,1:20.665
19,16,Mika Salo,Tyrrell Yamaha,1:20.678
17,17,Jos Verstappen,Footwork Hart,1:20.781
16,18,Ricardo Rosset,Footwork Hart,1:21.590
20,19,Pedro Lamy,Minardi Ford,1:21.713
21,20,Giovanni Lavaggi,Minardi Ford,1:22.468
