,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:17.947,23
6,2,Jacques Villeneuve,Williams Renault,+0.033s,25
5,3,Damon Hill,Williams Renault,+0.040s,26
14,4,Johnny Herbert,Sauber Ford,+1.007s,27
2,5,Eddie Irvine,Ferrari,+1.039s,23
7,6,Mika Hakkinen,McLaren Mercedes,+1.394s,24
8,7,David Coulthard,McLaren Mercedes,+1.473s,30
3,8,Jean Alesi,Benetton Renault,+1.474s,24
4,9,Gerhard Berger,Benetton Renault,+1.524s,26
12,10,Martin Brundle,Jordan Peugeot,+1.813s,28
9,11,Olivier Panis,Ligier Mugen Honda,+1.936s,28
11,12,Rubens Barrichello,Jordan Peugeot,+1.999s,25
15,13,Heinz-Harald Frentzen,Sauber Ford,+2.365s,20
18,14,Ukyo Katayama,Tyrrell Yamaha,+2.487s,26
10,15,Pedro Diniz,Ligier Mugen Honda,+2.793s,24
19,16,Mika Salo,Tyrrell Yamaha,+2.876s,26
17,17,Jos Verstappen,Footwork Hart,+3.276s,14
20,18,Pedro Lamy,Minardi Ford,+4.270s,27
16,19,Ricardo Rosset,Footwork Hart,+4.811s,28
21,20,Giovanni Lavaggi,Minardi Ford,+5.274s,30
