,Position,Driver,Car,Time / Gap,Laps
0,1,Damon Hill,Williams Renault,1:18.971,23
5,2,Michael Schumacher,Benetton Ford,+0.456s,13
2,3,David Coulthard,Williams Renault,+0.989s,23
8,4,Martin Brundle,McLaren Peugeot,+1.090s,23
6,5,Jos Verstappen,Benetton Ford,+1.121s,23
28,6,Gerhard Berger,Ferrari,+1.202s,20
15,7,Eddie Irvine,Jordan Hart,+1.609s,23
14,8,Rubens Barrichello,Jordan Hart,+1.811s,23
4,9,Mark Blundell,Tyrrell Yamaha,+2.023s,23
30,10,Heinz-Harald Frentzen,Sauber Mercedes,+2.130s,19
3,11,Ukyo Katayama,Tyrrell Yamaha,+2.154s,14
26,12,Olivier Panis,Ligier Renault,+2.209s,23
9,13,Christian Fittipaldi,Footwork Ford,+2.552s,22
10,14,Gianni Morbidelli,Footwork Ford,+2.629s,21
7,15,Philippe Alliot,McLaren Peugeot,+2.698s,23
23,16,Pierluigi Martini,Minardi Ford,+2.982s,23
25,17,Eric Bernard,Ligier Renault,+3.126s,23
29,18,Andrea de Cesaris,Sauber Mercedes,+3.170s,23
27,19,Jean Alesi,Ferrari,+3.510s,9
12,20,Johnny Herbert,Lotus Mugen Honda,+3.571s,23
24,21,Michele Alboreto,Minardi Ford,+3.655s,17
31,22,David Brabham,Simtek Ford,+3.838s,23
20,23,Erik Comas,Larrousse Ford,+4.025s,18
19,24,Olivier Beretta,Larrousse Ford,+4.050s,23
11,25,Alessandro Zanardi,Lotus Mugen Honda,+5.108s,23
34,26,Bertrand Gachot,Pacific Ilmor,+5.515s,22
32,27,Jean-Marc Gounon,Simtek Ford,+5.526s,18
33,28,Paul Belmondo,Pacific Ilmor,+7.796s,23
