,Position,Driver,Car,Time / Gap,Laps
5,1,Michael Schumacher,Benetton Ford,1:20.726,21
28,2,Gerhard Berger,Ferrari,+0.502s,17
8,3,Martin Brundle,McLaren Peugeot,+0.682s,22
27,4,Jean Alesi,Ferrari,+1.201s,16
0,5,Damon Hill,Williams Renault,+1.818s,19
14,6,Rubens Barrichello,Jordan Hart,+1.887s,21
4,7,Mark Blundell,Tyrrell Yamaha,+2.365s,22
3,8,Ukyo Katayama,Tyrrell Yamaha,+2.407s,21
6,9,Jos Verstappen,Benetton Ford,+2.520s,21
10,10,Gianni Morbidelli,Footwork Ford,+2.638s,19
2,11,David Coulthard,Williams Renault,+2.716s,22
24,12,Michele Alboreto,Minardi Ford,+2.722s,23
30,13,Heinz-Harald Frentzen,Sauber Mercedes,+3.036s,22
7,14,Philippe Alliot,McLaren Peugeot,+3.087s,18
20,15,Erik Comas,Larrousse Ford,+3.353s,22
9,16,Christian Fittipaldi,Footwork Ford,+3.721s,20
25,17,Eric Bernard,Ligier Renault,+4.199s,21
26,18,Olivier Panis,Ligier Renault,+4.262s,16
29,19,Andrea de Cesaris,Sauber Mercedes,+4.323s,13
15,20,Eddie Irvine,Jordan Hart,+4.516s,22
12,21,Johnny Herbert,Lotus Mugen Honda,+5.172s,16
19,22,Olivier Beretta,Larrousse Ford,+6.646s,16
32,23,Jean-Marc Gounon,Simtek Ford,+8.345s,14
31,24,David Brabham,Simtek Ford,+9.153s,14
33,25,Paul Belmondo,Pacific Ilmor,+9.907s,14
11,26,Alessandro Zanardi,Lotus Mugen Honda,+10.228s,17
34,27,Bertrand Gachot,Pacific Ilmor,+13.241s,14
23,28,Pierluigi Martini,Minardi Ford,+21.803s,6
