,Position,Driver,Car,Time / Gap,Laps
20,1,Olivier Panis,Toyota,1:13.457,36
1,2,Michael Schumacher,Ferrari,+0.089s,32
7,3,Jarno Trulli,Renault,+0.164s,30
5,4,David Coulthard,McLaren Mercedes,+0.436s,33
3,5,Juan Pablo Montoya,Williams BMW,+0.472s,34
6,6,Kimi Räikkönen,McLaren Mercedes,+0.489s,31
2,7,Rubens Barrichello,Ferrari,+0.536s,34
14,8,Mark Webber,Jaguar Cosworth,+0.645s,42
4,9,Ralf Schumacher,Williams BMW,+0.735s,35
8,10,Fernando Alonso,Renault,+0.752s,41
11,11,Giancarlo Fisichella,Jordan Ford,+0.767s,33
17,12,Jenson Button,BAR Honda,+1.007s,44
15,13,Antonio Pizzonia,Jaguar Cosworth,+1.054s,42
16,14,Jacques Villeneuve,BAR Honda,+1.066s,43
9,15,Nick Heidfeld,Sauber Petronas,+1.287s,35
21,16,Cristiano da Matta,Toyota,+1.362s,37
10,17,Heinz-Harald Frentzen,Sauber Petronas,+1.464s,36
12,18,Ralph Firman,Jordan Ford,+2.018s,31
19,19,Jos Verstappen,Minardi Cosworth,+2.153s,33
18,20,Justin Wilson,Minardi Cosworth,+2.610s,25
