,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:28.060,9
5,2,David Coulthard,McLaren Mercedes,+0.128s,10
17,3,Jenson Button,BAR Honda,+0.843s,10
7,4,Jarno Trulli,Renault,+1.547s,4
3,5,Juan Pablo Montoya,Williams BMW,+2.825s,10
2,6,Rubens Barrichello,Ferrari,+3.402s,6
20,7,Olivier Panis,Toyota,+3.458s,5
21,8,Cristiano da Matta,Toyota,+3.488s,6
11,9,Giancarlo Fisichella,Jordan Ford,+4.543s,7
10,10,Heinz-Harald Frentzen,Sauber Petronas,+5.071s,9
14,11,Mark Webber,Jaguar Cosworth,+5.654s,3
4,12,Ralf Schumacher,Williams BMW,+6.953s,9
19,13,Jos Verstappen,Minardi Cosworth,+9.166s,3
9,14,Nick Heidfeld,Sauber Petronas,+10.668s,7
16,15,Jacques Villeneuve,BAR Honda,+20.299s,8
12,16,Ralph Firman,Jordan Ford,+29.723s,3
6,17,Kimi Räikkönen,McLaren Mercedes,,2
15,18,Antonio Pizzonia,Jaguar Cosworth,,2
18,19,Justin Wilson,Minardi Cosworth,,2
8,20,Fernando Alonso,Renault,,3
