,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Rubens Barrichello,Ferrari,46,1:22.032,189.101
10,2,Heinz-Harald Frentzen,Sauber Petronas,53,1:23.089,186.696
5,3,David Coulthard,McLaren Mercedes,40,1:23.132,186.599
11,4,Giancarlo Fisichella,Jordan Ford,51,1:23.454,185.879
8,5,Fernando Alonso,Renault,41,1:23.770,185.178
1,6,Michael Schumacher,Ferrari,18,1:24.040,184.583
6,7,Kimi Räikkönen,McLaren Mercedes,39,1:24.104,184.443
16,8,Jacques Villeneuve,BAR Honda,48,1:24.463,183.659
4,9,Ralf Schumacher,Williams BMW,46,1:24.778,182.976
14,10,Mark Webber,Jaguar Cosworth,50,1:24.956,182.593
7,11,Jarno Trulli,Renault,43,1:25.036,182.421
3,12,Juan Pablo Montoya,Williams BMW,24,1:25.814,180.767
17,13,Jenson Button,BAR Honda,17,1:26.042,180.288
21,14,Cristiano da Matta,Toyota,47,1:27.080,178.139
15,15,Antonio Pizzonia,Jaguar Cosworth,24,1:27.990,176.297
19,16,Jos Verstappen,Minardi Cosworth,25,1:28.010,176.257
18,17,Justin Wilson,Minardi Cosworth,15,1:28.023,176.231
12,18,Ralph Firman,Jordan Ford,13,1:29.159,173.985
20,19,Olivier Panis,Toyota,17,1:30.494,171.419
9,20,Nick Heidfeld,Sauber Petronas,4,2:11.396,118.058
