,Position,Driver,Car,Time
4,1,Jacky Ickx,Ferrari,1:18.430
11,2,Denny Hulme,McLaren Ford,1:19.180
5,3,Emerson Fittipaldi,Lotus Ford,1:19.260
1,4,Jackie Stewart,Tyrrell Ford,1:19.330
7,5,Mario Andretti,Ferrari,1:19.390
9,6,Chris Amon,Matra,1:19.520
19,7,Jean-Pierre Beltoise,BRM,1:19.570
6,8,Clay Regazzoni,Ferrari,1:19.710
2,9,Ronnie Peterson,March Ford,1:19.860
10,10,Reine   Wisell,BRM,1:19.890
20,11,Peter   Revson,McLaren Ford,1:20.110
3,12,Francois  Cevert ,Tyrrell Ford,1:20.500
26,13,Andrea de Adamich ,Surtees Ford,1:20.790
22,14,Wilson Fittipaldi,Brabham Ford,1:20.830
15,15,Mike Hailwood,Surtees Ford,1:20.970
29,16,Carlos Pace,March Ford,1:21.000
16,17,Rolf Stommelen,Eifelland Ford,1:21.040
12,18,Tim   Schenken,Surtees Ford,1:21.060
14,19,Henri Pescarolo,March Ford,1:21.240
25,20,Howden  Ganley ,BRM,1:21.430
8,21,Peter  Gethin ,BRM,1:22.430
28,22,Alex  Soler-Roig ,BRM,1:22.570
18,23,Graham Hill,Brabham Ford,1:22.590
21,24,Dave  Walker ,Lotus Ford,1:22.740
24,25,Niki Lauda,March Ford,1:24.960
