,Position,Driver,Car,Laps,Time,Points
5,1,Emerson Fittipaldi,Lotus Ford,90,2:03:41.230,9
4,2,Jacky Ickx,Ferrari,90,+18.920s,6
6,3,Clay Regazzoni,Ferrari,89,+1 lap,4
26,4,Andrea de Adamich ,Surtees Ford,89,+1 lap,3
20,5,Peter   Revson,McLaren Ford,89,+1 lap,2
29,6,Carlos Pace,March Ford,89,+1 lap,1
22,7,Wilson Fittipaldi,Brabham Ford,88,+2 laps,0
12,8,Tim   Schenken,Surtees Ford,88,+2 laps,0
21,9,Dave  Walker ,Lotus Ford,87,DNF,0
18,10,Graham Hill,Brabham Ford,86,+4 laps,0
14,11,Henri Pescarolo,March Ford,86,+4 laps,0
1,NC,Jackie Stewart,Tyrrell Ford,69,DNF,0
9,NC,Chris Amon,Matra,66,DNF,0
3,NC,Francois  Cevert ,Tyrrell Ford,65,DNF,0
8,NC,Peter  Gethin ,BRM,65,DNF,0
11,NC,Denny Hulme,McLaren Ford,48,DNF,0
25,NC,Howden  Ganley ,BRM,38,DNF,0
10,NC,Reine   Wisell,BRM,24,DNF,0
7,NC,Mario Andretti,Ferrari,23,DNF,0
15,NC,Mike Hailwood,Surtees Ford,20,DNF,0
2,NC,Ronnie Peterson,March Ford,16,DNF,0
16,NC,Rolf Stommelen,Eifelland Ford,15,DNF,0
19,NC,Jean-Pierre Beltoise,BRM,9,DNF,0
24,NC,Niki Lauda,March Ford,7,DNF,0
28,NC,Alex  Soler-Roig ,BRM,6,DNF,0
