,Position,Driver,Car,Time
2,1,Juan Manuel Fangio,Maserati,2:21.500
4,2,Jean Behra,Maserati,2:22.600
10,3,Luigi Musso,Lanica Ferrari,2:22.700
6,4,Harry Schell,Maserati,2:23.200
12,5,Peter Collins,Lanica Ferrari,2:23.300
20,6,Roy Salvadori,Vanwall,2:25.100
14,7,Mike Hawthorn,Lanica Ferrari,2:25.600
16,8,Maurice  Trintignant,Lanica Ferrari,2:25.900
8,9,Carlos Menditeguy,Maserati,2:26.100
18,10,Stuart  Lewis-Evans ,Vanwall,2:27.600
26,11,Ron Flockhart,BRM,2:27.800
28,12,Herbert MacKay-Fraser,BRM,2:29.900
22,13,Jack Brabham,Cooper Climax,2:30.900
30,14,Horace  Gould ,Maserati,2:35.000
24,15,Mike  MacDowel ,Cooper Climax,2:38.900
