,Position,Driver,Car,Laps,Time,Points
2,1,Juan Manuel Fangio,Maserati,77,3:07:46.400,8
10,2,Luigi Musso,Ferrari,77,+50.800s,7
12,3,Peter Collins,Ferrari,77,+126.000s,4
14,4,Mike Hawthorn,Ferrari,76,+1 lap,3
6,5,Harry Schell,Maserati,70,+7 laps,2
4,6,Jean Behra,Maserati,70,+7 laps,0
24,7,Jack Brabham,Cooper Climax,68,+9 laps,0
18,NC,Stuart  Lewis-Evans ,Vanwall,30,DNF,0
8,NC,Carlos Menditeguy,Maserati,30,DNF,0
20,NC,Roy Salvadori,Vanwall,25,DNF,0
28,NC,Herbert MacKay-Fraser,BRM,24,DNF,0
16,NC,Maurice  Trintignant,Ferrari,23,DNF,0
30,NC,Horace  Gould ,Maserati,4,DNF,0
22,NC,Jack Brabham,Cooper Climax,4,DNF,0
26,NC,Ron Flockhart,BRM,2,DNF,0
